ID,ter1,ter2,ter3,ter4,tier_region,ownd,kids,Binary Kids,inc,sex,wlth,hv,Log[hv],incmed,Log[incmed],incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,Weight,Binary Donr,damt,part,Validation,Home PCA,Donation PCA1,Donation PCA2,H1_1,H1_2,H1_3,Neural Net Probability( donr=0 ),Neural Net Probability( donr=1 ),Neural Net Most Likely donr,Neural Net Profit for 0,Neural Net Profit for 1,Neural Net Most Profitable Prediction for donr,Neural Net Expected Profit for donr,Neural Net Actual Profit for donr,Neural Net Weighted Profit,Neural Net Cumulative Profit,NLR Lin[1],NLR Prob[1],NLR Prob[0],NLR Profit for 1,NLR Profit for 0,NLR Most Profitable Prediction for donr,NLR Expected Profit for donr,NLR Actual Profit for donr,NLR Adjusted Profit,NLR Cumulative Adjusted Profit,NLR Most Likely donr,DT Prob(donr==0),DT Prob(donr==1),DT Most Likely donr,DT Profit for 0,DT Profit for 1,DT Most Profitable Prediction for donr,DT Expected Profit for donr,DT Actual Profit for donr,DT Adjusted Profit,DT Cumulative Profit,BF Prob(donr==0),BF Prob(donr==1),BF Most Likely donr,BF Profit for 0,BF Profit for 1,BF Most Profitable Prediction for donr,BF Expected Profit for donr,BF Actual Profit for donr,BF Adjusted Profit,BF Cumulative Profit,BT Prob(donr==1),BT Prob(donr==0),BT Most Likely donr,BT Profit for 0,BT Profit for 1,BT Most Profitable Prediction for donr,BT Expected Profit for donr,BT Actual Profit for donr,BT Adjusted Profit,BT Cumulative Profit,CLASSIFICATION MODEL,DT 21 damt Predictor,BT damt Predictor,BF damt Predictor,Linear Pred Formula damt,damt Avg Predictor,damt FINAL Predictor,Cumulative Predicted Donation Amount
1247,1,0,0,0,1,1,0,0,4,1,8,181,5.198497031,24,3.17805383,49,16,22,70,70,31,14,5,24.85,NA,1,0,,test,2,-0.673022386,2.585472979,-1.713895254,-0.812331173,0.344975381,0.205371097,0.002222542,0.997777458,1,0,12.46777314,1,12.46777314,,,,4.713508215,0.991106561,0.008893439,12.37104513,0,1,12.37104513,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.133285306,0.866714694,1,0,10.56736307,1,10.56736307,,,,0.979496116,0.020503884,1,0,12.20269368,1,12.20269368,,,,1,15.88888889,14.26215008,15.14198566,15.39851458,15.1728848,14.8492828,199.7361692
3520,1,0,0,0,1,1,0,0,4,0,6,150,5.010635294,23,3.135494216,48,25,42,53,20,17,22,3,24.02,NA,1,0,,test,2,-1.241124584,0.912264972,-1.162362594,-0.612107525,0.865959164,-0.11232057,0.000167058,0.999832942,1,0,12.49757766,1,12.49757766,,,,4.74390579,0.991370534,0.008629466,12.37487275,0,1,12.37487275,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.151299772,0.848700228,1,0,10.30615331,1,10.30615331,,,,0.979496116,0.020503884,1,0,12.20269368,1,12.20269368,,,,1,13.89072848,14.72556332,15.81755761,15.86152504,15.07384361,15.52288936,215.2590586
3386,0,1,0,0,2,1,0,0,4,1,9,287,5.659482216,53,3.970291914,82,0,50,108,10,9,19,12,10.14,NA,1,0,,test,2,1.917517412,-0.733885676,-0.222331591,-0.807916111,0.80557913,0.322728869,0.000716658,0.999283342,1,0,12.48960845,1,12.48960845,,,,6.108671432,0.99778143,0.00221857,12.46783074,0,1,12.46783074,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.113907641,0.886092359,1,0,10.8483392,1,10.8483392,,,,0.975440075,0.024559925,1,0,12.14388108,1,12.14388108,,,,1,13.89072848,13.74722027,14.13587203,15.68463435,14.36461378,13.71504896,228.9741075
2748,0,1,0,0,2,1,0,0,4,0,9,155,5.043425117,46,3.828641396,51,26,18,51,47,32,20,11,33.56,NA,1,0,,test,2,-0.700163949,2.893807846,-2.068943279,-0.628537965,0.868064905,0.224120082,0.001183584,0.998816416,1,0,12.48283803,1,12.48283803,,,,4.877686651,0.992442935,0.007557065,12.39042256,0,1,12.39042256,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.134762758,0.865237242,1,0,10.54594001,1,10.54594001,,,,0.97333422,0.02666578,1,0,12.11334619,1,12.11334619,,,,1,15.88888889,13.91424951,15.71678937,16.0908802,15.40270199,15.51322566,244.4873332
589,0,1,0,0,2,1,0,0,4,1,8,152,5.023880521,17,2.833213344,40,27,20,47,29,28,12,9,18.24,NA,1,0,,test,2,-1.591309655,1.043744375,-1.733595539,-0.8277688,0.469620737,0.363421218,0.003156697,0.996843303,1,0,12.4542279,1,12.4542279,,,,5.379941711,0.995413047,0.004586953,12.43348918,0,1,12.43348918,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.125504112,0.874495888,1,0,10.68019037,1,10.68019037,,,,0.971034872,0.028965128,1,0,12.08000564,1,12.08000564,,,,1,15.88888889,13.22189821,14.98418542,15.66462882,14.93990034,13.30292445,257.7902576
3084,0,0,0,1,4,1,0,0,4,1,6,264,5.575949103,91,4.510859507,91,2,109,184,28,18,20,4,16.82,NA,1,0,,test,2,2.669290624,0.874696759,1.539656302,-0.762146339,0.884574473,0.352005218,0.000881447,0.999118553,1,0,12.48721902,1,12.48721902,,,,5.439941984,0.995679017,0.004320983,12.43734574,0,1,12.43734574,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.134021387,0.865978613,1,0,10.55668988,1,10.55668988,,,,0.965604142,0.034395858,1,0,12.00126005,1,12.00126005,,,,1,15.88888889,15.97806348,16.47603976,16.62731176,16.24257597,17.16775207,274.9580097
6687,0,0,0,0,5,1,0,0,4,0,8,193,5.262690189,64,4.158883083,75,1,72,158,5,5,15,3,4.62,NA,1,0,,test,2,1.312867393,-1.354921435,0.822772107,-0.840262426,0.412399908,0.36592244,0.003686314,0.996313686,1,0,12.44654845,1,12.44654845,,,,5.130519907,0.994121279,0.005878721,12.41475854,0,1,12.41475854,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.116490434,0.883509566,1,0,10.81088871,1,10.81088871,,,,0.965604142,0.034395858,1,0,12.00126005,1,12.00126005,,,,1,13.89072848,14.54091051,14.0202126,13.30562995,13.93937038,13.54032906,288.4983388
986,1,0,0,0,1,1,0,0,4,0,9,237,5.468060141,73,4.290459441,74,0,117,157,22,18,19,8,11.17,NA,1,0,,test,2,1.816956801,0.247955698,1.615429345,-0.824381769,0.741594898,0.141256662,0.000265975,0.999734025,1,0,12.49614336,1,12.49614336,,,,6.119868172,0.997806078,0.002193922,12.46818813,0,1,12.46818813,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.141890379,0.858109621,1,0,10.4425895,1,10.4425895,,,,0.965218064,0.034781936,1,0,11.99566193,1,11.99566193,,,,1,15.88888889,14.71384244,14.2602815,16.03417089,15.22429593,14.51500792,303.0133467
971,0,1,0,0,2,1,0,0,5,1,8,159,5.068904202,45,3.80666249,45,8,119,338,46,26,22,4,18.53,NA,1,0,,test,2,-0.19704699,2.02621633,2.873939308,-0.764298904,0.960719922,0.548248419,0.002145738,0.997854262,1,0,12.46888681,1,12.46888681,,,,6.309424574,0.998184223,0.001815777,12.47367124,0,1,12.47367124,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.103115332,0.896884668,1,0,11.00482768,1,11.00482768,,,,0.964369982,0.035630018,1,0,11.98336475,1,11.98336475,,,,1,15.88888889,15.31160961,15.56051227,16.25953147,15.75513556,15.68017081,318.6935175
6531,0,0,1,0,3,1,0,0,4,0,8,96,4.564348191,53,3.970291914,55,0,112,190,10,6,24,4,5.6,NA,1,0,,test,2,0.023759561,-0.979439462,1.975754469,-0.526727294,0.946890148,0.349095145,0.004046953,0.995953047,1,0,12.44131919,1,12.44131919,,,,4.347286187,0.987223466,0.012776534,12.31474025,0,1,12.31474025,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.151960695,0.848039305,1,0,10.29656992,1,10.29656992,,,,0.963787884,0.036212116,1,0,11.97492432,1,11.97492432,,,,1,13.89072848,14.6660962,14.39930538,12.5559004,13.87800762,13.90186458,332.5953821
601,0,0,0,0,5,1,0,0,4,1,9,123,4.812184355,20,2.995732274,42,17,98,159,10,10,15,5,6.65,NA,1,0,,test,2,-1.340247558,-0.787238763,1.352061654,-0.74230905,0.33204417,0.31585346,0.007922137,0.992077863,1,0,12.38512902,1,12.38512902,,,,3.732296812,0.97662183,0.02337817,12.16101653,0,1,12.16101653,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.110759283,0.889240717,1,0,10.8939904,1,10.8939904,,,,0.962037974,0.037962026,1,0,11.94955063,1,11.94955063,,,,1,13.89072848,13.9141645,13.47552903,12.88097034,13.54034809,13.781137,346.3765191
908,0,0,0,0,5,1,0,0,4,1,8,157,5.056245805,38,3.63758616,38,18,93,190,29,14,16,5,11.69,NA,1,0,,test,2,-0.851617366,0.239224051,1.331228005,-0.732051036,0.569685063,0.347536512,0.003937048,0.996062952,1,0,12.4429128,1,12.4429128,,,,4.106617423,0.983803283,0.016196717,12.26514761,0,1,12.26514761,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.120637582,0.879362418,1,0,10.75075507,1,10.75075507,,,,0.962037974,0.037962026,1,0,11.94955063,1,11.94955063,,,,1,15.88888889,14.74240425,14.11271232,13.68202483,14.60650757,14.52066636,360.8971854
6394,0,0,0,1,4,1,0,0,4,1,7,123,4.812184355,26,3.258096538,39,10,114,239,103,32,18,7,17.22,NA,1,0,,test,2,-1.036944826,3.116316275,1.834309764,-0.646186623,0.777366799,0.433607626,0.005508033,0.994491967,1,0,12.42013351,1,12.42013351,,,,3.847805416,0.979118834,0.020881166,12.19722309,0,1,12.19722309,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.150872443,0.849127557,1,0,10.31234958,1,10.31234958,,,,0.962037974,0.037962026,1,0,11.94955063,1,11.94955063,,,,1,15.88888889,14.30068596,16.35149365,15.03076363,15.39295803,16.53293016,377.4301156
6742,0,0,0,0,5,1,0,0,4,0,9,161,5.081404365,32,3.465735903,58,23,118,364,15,13,24,3,14.43,NA,1,0,,test,2,-0.696340634,0.509034175,3.290544013,-0.614625476,0.933615297,0.2959937,0.001571228,0.998428772,1,0,12.47721719,1,12.47721719,,,,4.868085514,0.992370586,0.007629414,12.38937349,0,1,12.38937349,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.103577216,0.896422784,1,0,10.99813036,1,10.99813036,,,,0.962037974,0.037962026,1,0,11.94955063,1,11.94955063,,,,1,13.89072848,14.30068596,14.76409587,14.40909711,14.34115185,15.31224598,392.7423616
4689,0,1,0,0,2,1,0,0,5,0,8,286,5.655991811,32,3.465735903,78,2,49,67,7,6,24,4,7.32,NA,1,0,,test,2,1.320438909,-1.245446188,-0.495744374,-0.684398086,0.927175245,0.400254778,0.001809013,0.998190987,1,0,12.47376931,1,12.47376931,,,,5.250322573,0.994781549,0.005218451,12.42433246,0,1,12.42433246,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.109601649,0.890398351,1,0,10.91077609,1,10.91077609,,,,0.96198082,0.03801918,1,0,11.9487219,1,11.9487219,,,,1,13.89072848,13.94598257,13.72464017,14.33453093,13.97397054,13.63817588,406.3805374
2031,0,0,0,1,4,1,0,0,4,0,8,251,5.525452939,93,4.532599493,93,0,63,229,33,35,13,6,12.59,NA,1,0,,test,2,2.732852793,1.372247908,0.748929107,-0.855500003,0.487972518,0.480344703,0.004891201,0.995108799,1,0,12.42907758,1,12.42907758,,,,5.348175948,0.9952657,0.0047343,12.43135266,0,1,12.43135266,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.143375831,0.856624169,1,0,10.42105044,1,10.42105044,,,,0.961361253,0.038638747,1,0,11.93973817,1,11.93973817,,,,1,15.88888889,15.23357101,15.11230931,14.53024491,15.19125353,15.89555548,422.2760929
4481,0,0,0,0,5,1,0,0,4,1,9,239,5.476463552,106,4.663439094,106,0,51,71,25,18,21,4,5.09,NA,1,0,,test,2,3.196255833,-0.515733539,-0.512209745,-0.760159857,0.661901891,0.350716846,0.002218666,0.997781334,1,0,12.46782934,1,12.46782934,,,,4.405137182,0.987932961,0.012067039,12.32502794,0,1,12.32502794,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.12815846,0.87184154,1,0,10.64170232,1,10.64170232,,,,0.961361253,0.038638747,1,0,11.93973817,1,11.93973817,,,,1,15.88888889,14.41256637,13.68912865,12.52400719,14.12864777,13.90512546,436.1812184
6229,0,0,0,0,5,1,0,0,4,0,6,289,5.666426688,49,3.891820298,90,0,42,58,4,7,14,4,5.24,NA,1,0,,test,2,2.018509168,-1.46645256,-0.69867087,-0.823073122,0.179458913,0.173200287,0.003310042,0.996689958,1,0,12.45200439,1,12.45200439,,,,4.69409392,0.990933795,0.009066205,12.36854002,0,1,12.36854002,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.135041858,0.864958142,1,0,10.54189306,1,10.54189306,,,,0.961361253,0.038638747,1,0,11.93973817,1,11.93973817,,,,1,13.89072848,13.68220228,13.55376635,13.68672436,13.70335537,13.89757219,450.0787906
471,0,0,0,1,4,1,0,0,4,0,9,190,5.247024072,50,3.912023005,71,10,56,78,13,12,18,3,9,NA,1,0,,test,2,0.604611273,-0.669570262,-0.333316323,-0.712498135,0.648669318,0.358642087,0.003540443,0.996459557,1,0,12.44866357,1,12.44866357,,,,3.961774332,0.981326033,0.018673967,12.22922748,0,1,12.22922748,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.123692113,0.876307887,1,0,10.70646436,1,10.70646436,,,,0.959330388,0.040669612,1,0,11.91029063,1,11.91029063,,,,1,13.89072848,14.06780849,15.66452296,13.68997485,14.32825869,15.65138843,465.730179
3768,0,0,1,0,3,1,0,0,4,0,8,147,4.990432587,67,4.204692619,67,3,60,113,11,8,14,4,7.09,NA,1,0,,test,2,0.817859281,-0.990919719,0.107443282,-0.791642813,0.458882364,0.428610753,0.006504976,0.993495024,1,0,12.40567784,1,12.40567784,,,,4.41167837,0.988010693,0.011989307,12.32615505,0,1,12.32615505,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.133914134,0.866085866,1,0,10.55824506,1,10.55824506,,,,0.959330388,0.040669612,1,0,11.91029063,1,11.91029063,,,,1,13.89072848,14.19465102,14.52381647,12.78092015,13.84752903,14.13333121,479.8635102
3862,0,0,0,0,5,1,0,0,4,1,8,171,5.141663557,63,4.143134726,67,1,57,94,5,4,17,4,5.84,NA,1,0,,test,2,0.969964969,-1.440287237,-0.049272815,-0.767246911,0.467193255,0.34083796,0.004397582,0.995602418,1,0,12.43623506,1,12.43623506,,,,4.163310415,0.984682306,0.015317694,12.27789343,0,1,12.27789343,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.117581166,0.882418834,1,0,10.7950731,1,10.7950731,,,,0.959330388,0.040669612,1,0,11.91029063,1,11.91029063,,,,1,13.89072848,14.19465102,13.68017736,12.49309894,13.56466395,13.59382002,493.4573303
3891,0,0,0,1,4,1,0,0,4,1,6,278,5.627621114,27,3.295836866,67,12,44,89,15,19,17,2,16.29,NA,1,0,,test,2,0.580833235,0.312127006,-0.707286261,-0.724853484,0.68745382,0.297967651,0.001885201,0.998114799,1,0,12.47266458,1,12.47266458,,,,4.164798332,0.984704732,0.015295268,12.27821861,0,1,12.27821861,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.161080602,0.838919398,1,0,10.16433127,1,10.16433127,,,,0.959330388,0.040669612,1,0,11.91029063,1,11.91029063,,,,1,13.89072848,13.86528753,15.44499033,15.59142791,14.69810856,15.64041683,509.0977471
5936,0,0,1,0,3,1,0,0,4,0,9,167,5.117993812,30,3.401197382,55,7,80,96,4,4,13,4,5.66,NA,1,0,,test,2,-0.20566048,-1.417440585,0.507071858,-0.789266255,0.269189886,0.40425112,0.012362487,0.987637513,1,0,12.32074393,1,12.32074393,,,,4.046211368,0.982812084,0.017187916,12.25077522,0,1,12.25077522,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.149950337,0.850049663,1,0,10.32572012,1,10.32572012,,,,0.959330388,0.040669612,1,0,11.91029063,1,11.91029063,,,,1,13.89072848,13.9141645,13.76068104,13.36937874,13.73373819,14.17042544,523.2681725
72,1,0,0,0,1,1,0,0,4,0,8,160,5.075173815,62,4.127134385,62,1,51,75,5,6,17,11,3.92,NA,1,0,,test,2,0.76686616,-1.557328719,-0.325153452,-0.733149079,0.470885124,-0.005922575,0.000652449,0.999347551,1,0,12.49053949,1,12.49053949,,,,4.608421495,0.990130832,0.009869168,12.35689706,0,1,12.35689706,,,,1,0.05432851,0.94567149,1,0,11.7122366,1,11.7122366,,,,0.157784222,0.842215778,1,0,10.21212878,1,10.21212878,,,,0.95887689,0.04112311,1,0,11.90371491,1,11.90371491,,,,1,13.89072848,13.24219891,12.39632052,12.58654466,13.02894814,12.52377486,535.7919474
